Facility Name,Health Facility Type
CABONG BARANGAY HEALTH STATION,Barangay Health Station
CROSSING STA. CLARA BARANGAY HEALTH STATION,Barangay Health Station
DANAO-SALE HOSPITAL,Infirmary
GUBAWANG BARANGAY HEALTH STATION,Barangay Health Station
GUINTOLOAN BARANGAY HEALTH STATION,Barangay Health Station
KALIANTANA BARANGAY HEALTH STATION,Barangay Health Station
LA PAZ BARANGAY HEALTH STATION,Barangay Health Station
LOWER SULITAN BARANGAY HEALTH STATION,Barangay Health Station
MAMAGON BARANGAY HEALTH STATION,Barangay Health Station
MARSOLO BARANGAY HEALTH STATION,Barangay Health Station
NAGA RURAL HEALTH UNIT,Rural Health Unit
NAGA RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
POBLACION BARANGAY HEALTH STATION,Barangay Health Station
SAN ISIDRO BARANGAY HEALTH STATION,Barangay Health Station
SANDAYONG BARANGAY HEALTH STATION,Barangay Health Station
SANTA CLARA BARANGAY HEALTH STATION,Barangay Health Station
SULO BARANGAY HEALTH STATION,Barangay Health Station
TAMBANAN BARANGAY HEALTH STATION,Barangay Health Station
TAYTAY MANUBO BARANGAY HEALTH STATION,Barangay Health Station
TILUBOG BARANGAY HEALTH STATION,Barangay Health Station
TIPAN BARANGAY HEALTH STATION,Barangay Health Station
UPPER SULITAN BARANGAY HEALTH STATION,Barangay Health Station
BATERIA BARANGAY HEALTH STATION,Barangay Health Station
CALAIS BARANGAY HEALTH STATION,Barangay Health Station
GANDAAN BARANGAY HEALTH STATION,Barangay Health Station
OLUTANGA MUNICIPAL HOSPITAL,Infirmary
OLUTANGA RURAL HEALTH UNIT,Rural Health Unit
OLUTANGA RURAL HEALTH UNIT PRIMARY CARE FACILITY,Birthing Home
PULO MABAO BARANGAY HEALTH STATION,Barangay Health Station
SOLAR BARANGAY HEALTH STATION,Barangay Health Station
TAMBANAN BARANGAY HEALTH STATION,Barangay Health Station
VILLACORTE BARANGAY HEALTH STATION,Barangay Health Station
BALIAN BARANGAY HEALTH STATION,Barangay Health Station
BALOGO BARANGAY HEALTH STATION,Barangay Health Station
BALUNGISAN BARANGAY HEALTH STATION,Barangay Health Station
BULAWAN BARANGAY HEALTH STATION,Barangay Health Station
DALAMA BARANGAY HEALTH STATION,Barangay Health Station
NANAN BARANGAY HEALTH STATION,Barangay Health Station
PAYAO RURAL HEALTH UNIT,Rural Health Unit
PAYAO RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
POBLACION BARANGAY HEALTH STATION,Barangay Health Station
BALAY PAANAKAN SA ROSELLER T. LIM,Birthing Home
CASACON BARANGAY HEALTH STATION,Barangay Health Station
GANGO BARANGAY HEALTH STATION,Barangay Health Station
ISSAIAH CASSIDY AKEELA RAMIR EMPATHY DIALYSIS CENTER,Dialysis Clinic
KATIPUNAN BARANGAY HEALTH STATION,Barangay Health Station
KULAMBUGAN BARANGAY HEALTH CENTER,Barangay Health Station
MABINI BARANGAY HEALTH STATION,Barangay Health Station
MAGSAYSAY BARANGAY HEALTH STATION,Barangay Health Station
NEW SAGAY BARANGAY HEALTH STATION,Barangay Health Station
PRES. ROXAS BARANGAY HEALTH STATION,Barangay Health Station
R.T. LIM FAMILY HOSPITAL CO.,Hospital
ROSELLER LIM RURAL HEALTH UNIT,Rural Health Unit
SAN ANTONIO BARANGAY HEALTH STATION,Barangay Health Station
SAN FERNANDINO BARANGAY HEALTH STATION,Barangay Health Station
SANTO ROSARIO BARANGAY HEALTH STATION,Barangay Health Station
SILINGAN BARANGAY HEALTH STATION,Barangay Health Station
BALAGON BARANGAY HEALTH STATION,Barangay Health Station
BATU BARANGAY HEALTH STATION,Barangay Health Station
COLORAN BARANGAY HEALTH STATION,Barangay Health Station
MINSULAO BARANGAY HEALTH STATION,Barangay Health Station
MIRANGAN BARANGAY HEALTH STATION,Barangay Health Station
MONCHING BARANGAY HEALTH STATION,Barangay Health Station
POBLACION BARANGAY HEALTH STATION,Barangay Health Station
SIAY MAIN HEALTH CENTER,Barangay Health Station
SIAY RURAL HEALTH UNIT,Rural Health Unit
SIAY RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
SILOH BARANGAY HEALTH STATION,Barangay Health Station
BOALAN BARANGAY HEALTH STATION,Barangay Health Station
CAWILAN BARANGAY HEALTH STATION,Barangay Health Station
LAPARAY BARANGAY HEALTH STATION,Barangay Health Station
POBLACION TALUSAN BARANGAY HEALTH STATION,Barangay Health Station
SAMONTE BARANGAY HEALTH STATION,Barangay Health Station
TALUSAN RURAL HEALTH UNIT,Rural Health Unit
TALUSAN RURAL HEALTH UNIT PRIMARY CARE FACILITY,Birthing Home
BANGCO BARANGAY HEALTH STAION,Barangay Health Station
CULASIAN BARANGAY HEALTH STATION,Barangay Health Station
DALANGIN BARANGAY HEALTH STATION,Barangay Health Station
DALISAY BARANGAY HEALTH STATION,Barangay Health Station
KITABOG BARANGAY HEALTH STATION,Barangay Health Station
MALAGANDIS BARANGAY HEALTH STATION,Barangay Health Station
MATE BARANGAY HEALTH STATION,Barangay Health Station
PALOMOC BARANGAY HEALTH STATION,Barangay Health Station
POBLACION BARANGAY HEALTH STATION,Barangay Health Station
ROMEO B. SIBUD COUNTY HOSPITAL,Hospital
SAN ANTONIO BARANGAY HEALTH STATION,Barangay Health Station
TITAY RURAL HEALTH UNIT,Rural Health Unit
TITAY RURAL HEALTH UNIT BIRTHING HOME,Birthing Home
BALURAN BARANGAY HEALTH STATION,Barangay Health Station
CAYAMCAM BARANGAY HEALTH STATION,Barangay Health Station
DATU TUMANGGONG BARANGAY HEALTH STATION,Barangay Health Station
GAYCON BARANGAY HEALTH STATION,Barangay Health Station
LANGON BARANGAY HEALTH STATION,Barangay Health Station
LIBERTAD BARANGAY HEALTH STATION,Barangay Health Station
LINGUISAN BARANGAY HEALTH STATION,Barangay Health Station
LITTLE MARGOS BARANGAY  HEALTH STATION,Barangay Health Station
LOBOC BARANGAY HEALTH STATION,Barangay Health Station
LOOC - LABUAN BARANGAY HEALTH STATION,Barangay Health Station
LOWER TUNGAWAN BARANGAY HEALTH STATION,Barangay Health Station
MALUNGON BARANGAY HEALTH STATION,Barangay Health Station
MASAO BARANGAY HEALTH STATION,Barangay Health Station
SAN ISIDRO BARANGAY HEALTH STATION,Barangay Health Station
SAN PEDRO BARANGAY HEALTH STATION,Barangay Health Station
SAN VICENTE BARANGAY HEALTH STATION,Barangay Health Station
SISAY BARANGAY HEALTH STATION,Barangay Health Station
STO. NINO BARANGAY HEALTH STATION,Barangay Health Station
TAGLIBAS BARANGAY HEALTH STATION,Barangay Health Station
TIGBUCAY BARANGAY HEALTH STATION,Barangay Health Station
TIGPALAY BARANGAY HEALTH STATION,Barangay Health Station
TIMBABAWAN BARANGAY HEALTH STATION,Barangay Health Station
TUNGAWAN RURAL HEALTH UNIT,Birthing Home
TUNGAWAN RURAL HEALTH UNIT,Rural Health Unit
BACACAY DIAGNOSTIC LABORATORY,General Clinical Laboratory
BACACAY MAIN HEALTH CENTER,Barangay Health Station
BACACAY RURAL HEALTH UNIT,Rural Health Unit
BARCENAS BIRTHING HOME,Birthing Home
BIBAL'S MATERNITY AND FAMILY PLANNING CLINIC,Birthing Home
BONGA BARANGAY HEALTH STATION,Barangay Health Station
BUSDAC SAN JOSE BARANGAY HEALTH STATION,Barangay Health Station
CAWAYAN BARANGAY HEALTH STATION,Barangay Health Station
EL SEÑOR INFIRMARY,Infirmary
HINDI BARANGAY HEALTH STATION,Barangay Health Station
L&J MATERNITY CLINIC,Birthing Home
MISIBIS BARANGAY HEALTH STATION,Barangay Health Station
NAPAO BARANGAY HEALTH STATION,Barangay Health Station
PILI ILAWOD BARANGAY HEALTH STATION,Barangay Health Station
PONGCO LOWER BONGA BARANGAY HEALTH STATION,Barangay Health Station
SAN PEDRO BARANGAY HEALTH STATION,Barangay Health Station
SULA BARANGAY HEALTH STATION,Barangay Health Station
BALIGANG BARANGAY HEALTH STATION,Barangay Health Station
BARIW BARANGAY HEALTH STATION,Barangay Health Station
CABAGÑAN BARANGAY HEALTH STATION,Barangay Health Station
CAGUIBA BARANGAY HEALTH STATION,Barangay Health Station
CAMALIG MAIN HEALTH CENTER,Barangay Health Station
CAMALIG MUNICIPAL HEALTH OFFICE,Rural Health Unit
COTMON BIRTHING HOME,Birthing Home
DEL ROSARIO BARANGAY HEALTH STATION,Barangay Health Station
ILAWOD BARANGAY HEALTH STATION,Barangay Health Station
PALANOG BIRTHING HOME,Birthing Home
PARIAAN BARANGAY HEALTH STATION,Barangay Health Station
RURAL HEALTH UNIT CAMALIG,Birthing Home
TAPLACON BARANGAY HEALTH STATION,Barangay Health Station
VIZCONN MEDICAL CLINIC AND LABORATORY,General Clinical Laboratory
AGO GENERAL HOSPITAL,Hospital
"ALBAY DIAGNOSTIC LABORATORY, INC.",General Clinical Laboratory
ALBAY DOCTORS HOSPITAL,Hospital
"ALBAY DOCTORS' HOSPITAL, INC.",Drug Testing Laboratory
ALBAY PROVINCIAL DEPARTMENT OF HEALTH OFFICE,Provincial Department of Health Office
"ALLIED CARE EXPERTS (ACE) MEDICAL CENTER-LEGAZPI, INC.",Hospital
AMEC BIRTHING CENTER,Birthing Home
BGY. 1 EM'S BARRIO POB. BARANGAY HEALTH STATION,Barangay Health Station
BGY. 12 TULATULA POB. BARANGAY HEALTH STATION,Barangay Health Station
BGY. 15 ILAWOD EAST POB. ILAWOD 3 BARANGAY HEALTH STATION,Barangay Health Station
BGY. 16 KAWITEAST WASHINGTON DRIVE POB. BARANGAY HEALTH STATION,Barangay Health Station
BGY. 24 RIZAL STREET BARANGAY HEALTH STATION,Barangay Health Station
BGY. 29 SABANG BARANGAY HEALTH STATION,Barangay Health Station
BGY. 3 EM'S BARRIO EAST BARANGAY HEALTH STATION,Barangay Health Station
BGY. 31 CENTRO-BAYBAY BARANGAY HEALTH STATION,Barangay Health Station
BGY. 32 SAN ROQUE (BGY. 66) BARANGAY HEALTH STATION,Barangay Health Station
BGY. 37 BITANO BARANGAY HEALTH STATION,Barangay Health Station
BGY. 38 GOGON BGY. 54 BARANGAY HEALTH STATION,Barangay Health Station
BGY. 41 BOGTONG BGY. 45 BARANGAY HEALTH STATION,Barangay Health Station
BGY. 45 DITA BGY. 51 BARANGAY HEALTH STATION,Barangay Health Station
BGY. 47 ARIMBAY BARANGAY HEALTH STATION,Barangay Health Station
BGY. 49 BIGAA BGY. 44 BARANGAY HEALTH STATION,Barangay Health Station
BGY. 51 BUYUAN BGY. 49 BARANGAY HEALTH STATION,Barangay Health Station
BGY. 53 BONGA BGY. 48 BARANGAY HEALTH STATION,Barangay Health Station
BGY. 55 ESTANZA BGY. 53 BARANGAY HEALTH STATION,Barangay Health Station
BGY. 56 TAYSAN BGY. 68 BARANGAY HEALTH STATION,Barangay Health Station
BGY. 58 BURAGWIS BARANGAY HEALTH STATION,Barangay Health Station
BGY. 59 PURO BGY. 63 BARANGAY HEALTH STATION,Barangay Health Station
BGY. 62 HOMAPON BGY. 55 BARANGAY HEALTH STATION,Barangay Health Station
BGY. 63 MARIAWA BGY. 56 BARANGAY HEALTH STATION,Barangay Health Station
BGY. 66 BANQUEROHAN BGY. 43 BARANGAY HEALTH STATION,Barangay Health Station
BGY. 67 BARIIS BGY. 46 BARANGAY HEALTH STATION,Barangay Health Station
BGY. 69 BUENAVISTA BGY.47 BARANGAY HEALTH STATION,Barangay Health Station
BICOL CENTER FOR HEALTH DEVELOPMENT,Center for Health Development
BICOL DRUG TESTING & NEURO PSYCHIATRIC LABORATORY,Drug Testing Laboratory
BICOL HEMODIALYSIS CENTER  CORP.,Dialysis Clinic
BICOL REGIONAL HOSPITAL AND MEDICAL CENTER,Hospital
BICOL-SOUTH LUZON SUB NATIONAL REFERENCE LABORATORY,COVID-19 Testing Laboratory
BMSC MEDICAL IMAGING CENTER,General Clinical Laboratory
CABAGÑAN BARANGAY HEALTH STATION,Barangay Health Station
CHE BIRTHING HOME,Birthing Home
CHILDREN OF ABRAHAM PUERICULTURE CENTER,Birthing Home
DOST REGIONAL STANDARDS AND TESTING LABORATORIES,Laboratory for Drinking Water Analysis
ESTEVEZ MEMORIAL HOSPITAL INC.,Hospital
GDB BIRTHING HOME,Birthing Home
H3G LABORATORY WATER TESTING SERVICES,Laboratory for Drinking Water Analysis
HEALTHUB DIAGNOSTIC LABORATORY,General Clinical Laboratory
HOUSE OF MATERNITY AND FAMILY PLANNING CLINIC,Birthing Home
IBALONG MEDICAL CENTER,General Clinical Laboratory
JHUNROSE DRUG TESTING CENTER,Drug Testing Laboratory
LANA'S BIRTHING HOME,Birthing Home
"LECEYEMED, INC",Ambulatory Surgical Clinic
LEGAZPI CHO - NORTHERN DISTRICT MATERNITY LYING-IN CLINIC,Birthing Home
LEGAZPI CITY HEALTH OFFICE,City Health Office
LEGAZPI CITY HEALTH OFFICE LABORATORY,General Clinical Laboratory
LEGAZPI CITY HEALTH OFFICE SOUTHERN DISTRICT 2 MATERNITY LYING-IN CLINIC,Birthing Home
LEGAZPI CITY HEALTH OFFICE SOUTHERN DISTRICT MATERNITY LYING-IN CLINIC,Birthing Home
LEGAZPI CITY HOSPITAL,Hospital
MARY'S ANGEL BIRTHING HOME,Birthing Home
MEDICAL MISSION GROUP MULTIPURPOSE COPERATIVE-ALBAY (MMG-ALBAY),General Clinical Laboratory
MRR SUPREME BIO-LAB,Drug Testing Laboratory
"NEPHROLOGY CENTER OF BICOL, INC.",Dialysis Clinic
PHILIPPINE RED CROSS ALBAY LEGAZPI CITY CHAPTER,Blood Service Facility
RAPID GLOBAL MEDICAL DIAGNOSTIC INC.,Drug Testing Laboratory
RAPID GLOBAL MEDICAL DIAGNOSTIC INC.,General Clinical Laboratory
"SACRED HEART CLINIC LEGAZPI CITY, INC.",General Clinical Laboratory
"SACRED HEART CLINIC LEGAZPI CITY, INC.",Drug Testing Laboratory
SAINT CECILIA MATERNITY AND MEDICAL CLINIC,Birthing Home
"SAINT MARY KIDNEY CARE, INC.",Dialysis Clinic
"SAN ANTONIO DIAGNOSTIC LABORATORY, INC.",General Clinical Laboratory
"SOUTHEAST OCCUPATIONAL HEALTH AND ENVIRONMENTAL SAFETY SERVICES, INC.",Drug Testing Laboratory
"SOUTHEAST OCCUPATIONAL HEALTH AND ENVIRONMENTAL SAFETY, INC.",General Clinical Laboratory
ST. FRANCIS CLINICS AND DIALYSIS CENTER,Dialysis Clinic
STATCARE DIAGNOSTICS,General Clinical Laboratory
"TANCHULING COLLEGE, INC. BIRTHING AND WELLNESS  CENTER",Birthing Home
TANCHULING GENERAL HOSPITAL,Hospital
"UNIVERSITY OF SANTO TOMAS LEGAZPI, INC.",Hospital
VIZCONN DIAGNOSTIC LABORATORY,General Clinical Laboratory
WASHINGTON MEDICAL CLINIC & DIAGNOSTIC LABORATORY,General Clinical Laboratory
ZION ALBAY BIRTHING HOME,Birthing Home
ZION BIRTHING CENTER,Birthing Home
ACEL BIRTHING HOME,Birthing Home
ALBAY PROVINCIAL DRUG REHABILITATION AND TREATMENT FACILITY,Drug Abuse Treatment and Rehabilitation Centers
ALBAY PROVINCIAL HEALTH OFFICE,Ambulance Service Provider
BACONG BARANGAY HEALTH STATION,Barangay Health Station
BASAG BARANGAY HEALTH STATION,Barangay Health Station
BATANG BARANGAY HEALTH STATION,Barangay Health Station
BICOL CENTER FOR BEHAVIORAL MEDICINE,Psychiatric Care Facility
BONGA BARANGAY HEALTH STATION,Barangay Health Station
CAVASI BARANGAY HEALTH STATION,Barangay Health Station
DR. SOFRONIO B. GARCIA MEMORIAL HOSPITAL,Infirmary
GUILID BARANGAY HEALTH STATION,Barangay Health Station
"HEALTHQUARTERS MEDICAL AND DIAGNOSTICS, INC.",Drug Testing Laboratory
"HEALTHQUARTERS MEDICAL AND DIAGNOSTICS, INC.",General Clinical Laboratory
JOSEFINA BELMONTE DURAN ALBAY PROVINCIAL HOSPITAL,Hospital
LIGAO CITY HEALTH OFFICE,Rural Health Unit
LIGAO CITY MAIN HEALTH CENTER,Barangay Health Station
LIGAO CLINICAL LABORATORY,General Clinical Laboratory
MAONON BARANGAY HEALTH STATION,Barangay Health Station
MEDICAL MISSION GROUP MULTIPURPOSE COOPERATIVE - ALBAY (MMG-ALBAY),Drug Testing Laboratory
MEDICAL MISSION GROUP MULTIPURPOSE COPERATIVE-ALBAY,General Clinical Laboratory
NASISI BARANGAY HEALTH STATION,Barangay Health Station
OMAOMA BARANGAY HEALTH STATION,Barangay Health Station
PANDAN BARANGAY HEALTH STATION,Barangay Health Station
PAULBA BARANGAY HEALTH STATION AND LYING IN CLINIC,Barangay Health Station
PAULBA BEMONC FACILITY,Birthing Home
RMM BIRTHING HOME,Birthing Home
ST. JULIANA'S MEDICAL AND DIAGNOSTIC CENTER,General Clinical Laboratory
TIA BELEN PAANAKAN,Birthing Home
TINAGO BARANGAY HEALTH STATION,Barangay Health Station
TINAMPO BARANGAY HEALTH STATION,Barangay Health Station
TUBURAN BARANGAY HEALTH STATION,Barangay Health Station
"ZONE MEDICAL AND INTERVENTION HOSPITAL, INC.",Hospital
BACOLOD BARANGAY HEALTH STATION,Barangay Health Station
BANTAYAN BARANGAY HEALTH STATION,Barangay Health Station
BARANGHAWON BARANGAY HEALTH STATION,Barangay Health Station
BOMBON BARANGAY HEALTH STATION,Barangay Health Station
CABREDO GENERAL HOSPITAL,Infirmary
COBO BARANGAY HEALTH STATION,Barangay Health Station
"DR. AMANDO D. COPE MEMORIAL HOSPITAL, INC.",Hospital
DR. LORENZO P. ZIGA MEMORIAL DISTRICT HOSPITAL,Hospital
FAMILY WELLNESS K-LINIK,Barangay Health Station
FAMILY WELLNESS K-LINIK,Birthing Home
HACIENDA SAN MIGUEL ISLAND BARANGAY HEALTH STATION,Barangay Health Station
"HEALTHQUARTERS MEDICAL AND DIAGNOSTICS, INC",Drug Testing Laboratory
"HEALTHQUARTERS MEDICAL AND DIAGNOSTICS, INC.",General Clinical Laboratory
HOLY FACE REHAB CTR FOR MENTAL HEALTH,Hospital
JAIME B. BERCES MEMORIAL HOSPITAL,Hospital
MAIN HEALTH CENTER LYING-IN K-LINIK,Birthing Home
MARIA DE FATIMA LYING-IN CLINIC,Birthing Home
MARIROC BARANGAY HEALTH STATION,Barangay Health Station
MATAGBAC BARANGAY HEALTH STATION,Barangay Health Station
MEDICAL MISSION GROUP - ALBAY,Drug Testing Laboratory
MEDICAL MISSION GROUP MULTIPURPOSE COPERATIVE-ALBAY,General Clinical Laboratory
MNAB MATERNITY CLINIC,Birthing Home
MOTHER AND CHILD K-LINIK,Birthing Home
SAGURONG SAN MIGUEL ISLAND BARANGAY HEALTH STATION,Barangay Health Station
SAN ANTONIO BARANGAY HEALTH STATION,Barangay Health Station
SAN ISIDRO BORING BARANGAY HEALTH STATION,Barangay Health Station
SAN MARTIN DE PORRES PRIMARY CARE FACILITY AND MULTISPECIALTY CLINIC INCORPORATED,Medical Outpatient Clinic
SAN MIGUEL LYING-IN K-LINIK,Birthing Home
SAN RAMON BARANGAY HEALTH STATION,Barangay Health Station
SAN ROQUE BARANGAY HEALTH STATION,Barangay Health Station
SAN VICENTE BARANGAY HEALTH STATION,Barangay Health Station
ST. ANTHONY INFIRMARY,Infirmary
TABACO CITY HEALTH UNIT,Rural Health Unit
TABACO CITY MAIN HEALTH CENTER,Barangay Health Station
TABACO COLLEGE HOSPITAL,Infirmary
TABACO DIAGNOSTIC LABORATORY,General Clinical Laboratory
"TABACO DOCTOR'S INFIRMARY, INC.",Infirmary
TABIGUIAN BARANGAY HEALTH STATION,Barangay Health Station
VISITA SAN MIGUEL ISLAND BARANGAY HEALTH STATION,Barangay Health Station
ABRAHAM MATERNITY HOUSE,Birthing Home
ALCALA BARANGAY HEALTH STATION,Barangay Health Station
ANISLAG BARANGAY HEALTH STATION,Barangay Health Station
BASCARAN BARANGAY HEALTH STATION,Barangay Health Station
BICOL COLLEGE BIRTHING FACILITY AND WELLNESS CLINIC,Birthing Home
BICOL REGIONAL BLOOD CENTER,Blood Service Facility
BICOL REGIONAL HOSPITAL AND MEDICAL CENTER,COVID-19 Testing Laboratory
BICOL SOUTH LUZON SUB NATION REFERENCE LABORATORY,Special Clinical Laboratory
BICOL SOUTH LUZON SUB NATION REFERENCE LABORATORY,Blood Service Facility
BICOL SOUTH LUZON SUB NATIONAL REFERENCE LABORATORYEFERENCE LAB,Laboratory for Drinking Water Analysis
BICOL SOUTH LUZON-SUB NATIONAL REFERENCE LABORATORY,Clinical Laboratory for Molecular Pathology
BINITAYAN BARANGAY HEALTH STATION,Barangay Health Station
"CENTRAL LINK LABORATORY AND HEALTH SERVICES, INC.",General Clinical Laboratory
CULLAT BARANGAY HEALTH STATION,Barangay Health Station
DARAGA DIAGNOSTIC LABORATORY AND ANIMAL BITE CENTER INC.,General Clinical Laboratory
DARAGA DOCTOR'S HOSPITAL,Cancer Treatment Facility
DARAGA DOCTORS HOSPITAL,Hospital
DARAGA LOCSIN MUNICIPAL HEALTH OFFICE,Rural Health Unit
DARAGA LYING-IN CLINIC,Birthing Home
DARAGA MAIN HEALTH CENTER,Barangay Health Station
DEL ROSARIO MATERNITY CLINIC,Birthing Home
INARADO BARANGAY HEALTH STATION,Barangay Health Station
JB LEGAZPI MEDICAL CLINIC AND DIAGNOSTIC LABORATORY,Drug Testing Laboratory
JB LEGAZPI MEDICAL CLINIC AND DIAGNOSTIC LABORATORY,General Clinical Laboratory
KIDNEYTECH DIALYSIS MEDICAL CORP,Dialysis Clinic
KIMANTONG BARANGAY HEALTH STATION,Barangay Health Station
LABWORX MEDICAL AND DIAGNOSTIC CENTER,General Clinical Laboratory
LACAG BARANGAY HEALTH STATION,Barangay Health Station
LLENARESAS LYING-IN CLINIC,Birthing Home
MALABOG BARANGAY HEALTH STATION,Barangay Health Station
MAOPI BARANGAY HEALTH STATION,Barangay Health Station
MAROROY BARANGAY HEALTH STATION,Barangay Health Station
MAYON BIRTHING HOME,Birthing Home
NAMANTAO BARANGAY HEALTH STATION,Barangay Health Station
NEWLYF MEDICAL CLIIC AND DIAGNOSTIC LABORATORY,General Clinical Laboratory
PEÑAFRANCIA BARANGAY HEALTH STATION,Barangay Health Station
SAGPON BARANGAY HEALTH STATION,Barangay Health Station
SAN RAMON BARANGAY HEALTH STATION,Barangay Health Station
SAN ROQUE BARANGAY HEALTH STATION,Barangay Health Station
SAN VICENTE GRANDE BARANGAY HEALTH STATION,Barangay Health Station
SIPI BARANGAY HEALTH STATION,Barangay Health Station
TAGAS BARANGAY HEALTH STATION,Barangay Health Station
BATBAT BARANGAY HEALTH STATION,Barangay Health Station
BINOGSACAN LOWER BARANGAY HEALTH STATION,Barangay Health Station
CALZADA MAIN HEALTH CENTER I,Barangay Health Station
DOÑA MERCEDES BARANGAY HEALTH STATION,Barangay Health Station
GUINOBATAN DIAGNOSTIC AND WELLNESS CENTER,General Clinical Laboratory
GUINOBATAN MUNICIPAL HEALTH OFFICE,Rural Health Unit
INAMNAN PEQUEÑO BARANGAY HEALTH STATION,Barangay Health Station
IRAYA MAIN HEALTH CENTER II,Barangay Health Station
